rank	domain	rank_bucket	source_list_id	source_sha256	syntax_eligible	reachable	main_http_status	main_commit_success	main_commit_latency_ms	warning_count	audit_timestamp
1188	dmm.co.jp	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4333	1	2026-08-28T08:22:00Z
1190	inven.co.kr	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3253	1	2026-08-28T08:22:00Z
1193	aftonbladet.se	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2917	0	2026-08-28T08:22:21Z
1194	nu.nl	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2598	0	2026-08-28T08:22:21Z
1195	ad.nl	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4552	1	2026-08-28T08:22:21Z
1196	vnexpress.net	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2212	1	2026-08-28T08:22:21Z
1204	rightmove.co.uk	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2675	0	2026-08-28T08:22:42Z
1207	donga.com	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	711	1	2026-08-28T08:22:42Z
1209	supabase.co	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	971	1	2026-08-28T08:23:03Z
1210	biomedcentral.com	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5995	0	2026-08-28T08:23:03Z
1211	dcinside.com	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2215	1	2026-08-28T08:23:03Z
1212	lequipe.fr	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4086	0	2026-08-28T08:23:03Z
1213	vg.no	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2363	0	2026-08-28T08:23:03Z
1214	xhopen.com	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2426	1	2026-08-28T08:23:03Z
1216	marktplaats.nl	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3109	1	2026-08-28T08:23:03Z
1217	acesso.gov.br	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3587	1	2026-08-28T08:23:24Z
1219	icanhazip.com	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1077	0	2026-08-28T08:23:24Z
1220	lichess.org	rank_1001_100000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1993	0	2026-08-28T08:23:24Z
