rank	domain	bucket	navigation_pass_count	navigation_fail_count	evaluate_pass_count	evaluate_timeout_count	action_pass_count	action_timeout_count	http429_count	renderer_unresponsive_count	final_actionability_status	failure_reason
743	python.org	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
744	ted.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
745	wpguardian.io	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
746	lijit.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
747	mlb.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
759	box.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
760	wp.pl	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
761	airbnb.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
766	bestbuy.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
767	ubi.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
769	appcenter.ms	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
772	bugsnag.com	top_1_1000	1	2	1	0	1	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=1/3;evaluate_pass=1/3;action_pass=1/3
778	gumgum.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
779	adjust.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
781	networkadvertising.org	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
784	singular.net	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
787	lenovo.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
790	visma.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
791	apnews.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
792	verisign.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
798	ameblo.jp	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
799	teads.tv	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
802	prnewswire.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
805	rakuten.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
806	disneyplus.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
808	washington.edu	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
809	a-mo.net	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
810	rt.ru	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
811	mixpanel.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
814	amazon.com.au	top_1_1000	2	1	2	0	2	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=2/3;evaluate_pass=2/3;action_pass=2/3
815	moloco.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
817	xbox.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
819	zoho.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
822	unpkg.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
823	theverge.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
831	blackberry.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
834	no-ip.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
839	me.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
840	amazon.com.br	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
841	zoom.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
843	deepl.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
844	myspace.com	top_1_1000	2	1	2	0	2	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=2/3;evaluate_pass=2/3;action_pass=2/3
854	agoda.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
857	onetag-sys.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
859	frontiersin.org	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
860	arcgis.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
870	lwsdns.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
871	figma.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
875	lg.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
877	chess.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
884	biblegateway.com	top_1_1000	2	1	2	0	2	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=2/3;evaluate_pass=2/3;action_pass=2/3
885	worldbank.org	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
886	bankofamerica.com	top_1_1000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
887	www.gov.br	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
888	qualtrics.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
892	jetbrains.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
893	fwmrm.net	top_1_1000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
894	wyzecam.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
897	kleinanzeigen.de	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
904	ys7.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
905	starlink.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
908	youku.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
910	thenai.org	top_1_1000	2	1	2	0	2	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=2/3;evaluate_pass=2/3;action_pass=2/3
917	epa.gov	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
918	rocketmoney.dev	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
919	seedtag.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
920	flashtalking.com	top_1_1000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
923	state.gov	top_1_1000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
1002	onesignal.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1004	heytapmobi.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1009	flipkart.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1010	youronlinechoices.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1011	statcounter.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1012	xerox.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1017	ecosia.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1019	kontur.ru	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1021	nextcloud.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1022	zhihu.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1026	xing.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1027	giphy.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1028	wise.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1031	garmin.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1032	interia.pl	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1037	amazon.com.mx	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1039	infobae.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1045	bidmachine.io	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1047	verify.hn	rank_1001_100000	1	2	1	0	1	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=1/3;evaluate_pass=1/3;action_pass=1/3
1052	poki.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1054	netcraze.io	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1060	marca.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1064	as.com	rank_1001_100000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
1066	goal.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1067	netgear.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1068	superhosting.bg	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1069	tbank.ru	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1070	adblockplus.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1073	alphonso.tv	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1076	flashscore.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1077	bfmtv.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1079	auvik.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1081	ultimate-guitar.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1086	ilovepdf.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1087	bund.de	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1089	crazygames.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1090	azure.net	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1092	cpanel.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1095	riotgames.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1096	jimdo.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1098	cloudinary.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1099	aparat.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1100	split.io	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1102	franceinfo.fr	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1104	idnes.cz	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1106	lge.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1107	typeform.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1111	us.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1115	gsmarena.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1116	skysports.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1119	cookpad.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1120	bitdefender.net	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1124	usercentrics.eu	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1127	conviva.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1129	fortune.com	rank_1001_100000	2	1	2	0	2	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=2/3;evaluate_pass=2/3;action_pass=2/3
1130	finn.no	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1132	usps.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1138	he.net	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1140	lanacion.com.ar	rank_1001_100000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
1141	moe.video	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1142	vivo.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1143	alipay.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1149	meethue.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1153	nsone.net	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1157	letsencrypt.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1158	xhname.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1159	coursera.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1161	spamhaus.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1163	dafont.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1165	xiaohongshu.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1167	wetter.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1168	dribbble.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1169	gismeteo.ru	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1170	upenn.edu	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1171	sectigo.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1174	cam.ac.uk	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1175	psychologytoday.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1178	hotpepper.jp	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1179	megafon.ru	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1180	tabor.ru	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1182	admin.ch	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1185	itmedia.co.jp	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1188	dmm.co.jp	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1190	inven.co.kr	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1193	aftonbladet.se	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1194	nu.nl	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1195	ad.nl	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1196	vnexpress.net	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1204	rightmove.co.uk	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1207	donga.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1209	supabase.co	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1210	biomedcentral.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1211	dcinside.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1212	lequipe.fr	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1213	vg.no	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1214	xhopen.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1216	marktplaats.nl	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1217	acesso.gov.br	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1219	icanhazip.com	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
1220	lichess.org	rank_1001_100000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100001	budapestopenaccessinitiative.org	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100002	vipservice.ru	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100004	mcdemon.ru	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100007	plantbasednews.org	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100009	androidinsider.ru	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100014	national-preservation.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100016	peoplestrong.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100017	redmob.io	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100018	ivao.aero	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100020	bolt.host	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100026	snack-media.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100027	adsimple.de	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100031	acs-cis.ru	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100033	alditalk.de	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100034	packet-pushers.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100041	hyperledger.org	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100043	vmcpool.io	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100044	realityrift.co	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100045	savingforcollege.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100046	foropuros.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100047	macrolibrarsi.it	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100049	hqu.edu.cn	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100050	projectzomboid.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100051	hro.nl	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100059	synonyms.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100061	visionspecialists.org	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100062	connexus.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100064	ss-iptv.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100065	credify.tech	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100067	safaribookings.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100068	uksh.de	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100070	cccbr.org.uk	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100071	clip.mx	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100075	bad.org.uk	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100076	salzburgerland.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100078	fotohosting.su	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100079	aegir.sexy	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100082	yonote.ru	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100083	okprint.kz	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100085	imagepond.net	rank_100001_1000000	1	2	1	0	1	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=1/3;evaluate_pass=1/3;action_pass=1/3
100088	vat-search.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100089	frantech.ca	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100092	mofo.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100093	4netplayers.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100094	101cookbooks.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100096	amberstudent.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100098	wradio.com.co	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100099	manifold.markets	rank_100001_1000000	0	3	0	0	0	0	0	0	ACTIONABILITY_UNSTABLE	navigation_pass=0/3;evaluate_pass=0/3;action_pass=0/3
100102	msoms-anime.net	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
100103	rcbcy.com	rank_100001_1000000	3	0	3	0	3	0	0	0	ACTIONABILITY_STABLE	
